sp_com,sp_sci,food_type,wax_visible,wax_amount,age,sex,lat,lon,imageID,date,timestart,timefinish,waxplacement,waxfinished,cameratrap,guided,time_from_harvesttoplaced,trial,timestart_UNIX,timefinish_UNIX,waxplacement_UNIX,waxfinished_UNIX,duration,timeafterplacement,timefromwaxfinish,waxduration,censored,final_animal,arrival,cameratrap_endtimeUNIX,trapduration,interval start,interval finish,trap_duration_days,offset,offset_days
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18764,38.1746,IMAG1254,05-10-21,05-10-21 6:00,05-10-21 6:00,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633413623,1633413643,1633169658,1633447237,21,243966,33594,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18764,38.1746,IMAG1270,05-10-21,05-10-21 6:56,05-10-21 6:56,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633416962,1633416966,1633169658,1633447237,4,247305,30271,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18764,38.1746,IMAG1273,05-10-21,05-10-21 6:56,05-10-21 6:58,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633416973,1633417086,1633169658,1633447237,113,247316,30151,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18764,38.1746,IMAG1278,05-10-21,05-10-21 6:59,05-10-21 7:00,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633417199,1633417202,1633169658,1633447237,3,247542,30035,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Scaly-throated honeyguide,Indicator variegatus,not_eating ,1,4,A,U,-12.18764,38.1746,IMAG1281,05-10-21,05-10-21 7:00,05-10-21 7:00,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633417210,1633417219,1633169658,1633447237,9,247553,30018,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18764,38.1746,IMAG1286,05-10-21,05-10-21 7:02,05-10-21 7:02,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633417336,1633417339,1633169658,1633447237,3,247679,29898,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Striped bush squirrel,Paraxerus flavovittis,not_eating ,1,4,A,M,-12.18764,38.1746,IMAG1288,05-10-21,05-10-21 7:02,05-10-21 7:02,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633417339,1633417356,1633169658,1633447237,17,247682,29881,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,3,A,"M,U",-12.18764,38.1746,IMAG1294,05-10-21,05-10-21 7:04,05-10-21 7:07,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633417498,1633417663,1633169658,1633447237,165,247841,29574,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Scaly-throated honeyguide,Indicator variegatus,wax,1,3,A,U,-12.18764,38.1746,IMAG1302,05-10-21,05-10-21 7:07,05-10-21 7:07,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633417643,1633417663,1633169658,1633447237,20,247986,29574,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Scaly-throated honeyguide,Indicator variegatus,wax,1,3,A,U,-12.18764,38.1746,IMAG1306,05-10-21,05-10-21 7:22,05-10-21 7:22,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633418551,1633418571,1633169658,1633447237,21,248894,28666,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Greater honeyguide,Indicator indicator,wax,1,3,A,M,-12.18764,38.1746,IMAG1310,05-10-21,05-10-21 7:34,05-10-21 7:34,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633419277,1633419297,1633169658,1633447237,21,249620,27940,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Striped bush squirrel,Paraxerus flavovittis,wax,1,3,A,U,-12.18764,38.1746,IMAG1314,05-10-21,05-10-21 7:42,05-10-21 7:42,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633419738,1633419742,1633169658,1633447237,4,250081,27495,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Scaly-throated honeyguide,Indicator variegatus,wax,1,3,A,U,-12.18764,38.1746,IMAG1314,05-10-21,05-10-21 7:42,05-10-21 7:42,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633419738,1633419758,1633169658,1633447237,20,250081,27479,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Greater honeyguide,Indicator indicator,wax,1,3,A,F,-12.18764,38.1746,IMAG1325,05-10-21,05-10-21 7:50,05-10-21 7:50,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633420212,1633420221,1633169658,1633447237,10,250555,27016,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Greater honeyguide,Indicator indicator,wax,1,3,A,F,-12.18764,38.1746,IMAG1329,05-10-21,05-10-21 7:58,05-10-21 7:58,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633420703,1633420711,1633169658,1633447237,8,251046,26526,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Greater honeyguide,Indicator indicator,wax,1,3,A,F,-12.18764,38.1746,IMAG1333,05-10-21,05-10-21 7:59,05-10-21 7:59,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633420771,1633420773,1633169658,1633447237,3,251114,26464,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Striped bush squirrel,Paraxerus flavovittis,wax,1,3,A,U,-12.18764,38.1746,IMAG1334,05-10-21,05-10-21 8:48,05-10-21 8:48,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633423695,1633423715,1633169658,1633447237,21,254038,23522,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Lesser honeyguide,Indicator minor,not_eating ,1,3,A,U,-12.18764,38.1746,IMAG1398,05-10-21,05-10-21 11:11,05-10-21 11:11,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633432270,1633432273,1633169658,1633447237,3,262613,14964,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Greater honeyguide,Indicator indicator,not_eating ,1,3,A,F,-12.18764,38.1746,IMAG1434,05-10-21,05-10-21 12:13,05-10-21 12:13,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633436006,1633436008,1633169658,1633447237,3,266349,11229,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Greater honeyguide,Indicator indicator,wax,1,3,A,F,-12.18764,38.1746,IMAG1442,05-10-21,05-10-21 12:23,05-10-21 12:24,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633436630,1633436650,1633169658,1633447237,21,266973,10587,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Striped bush squirrel,Paraxerus flavovittis,wax,1,3,A,U,-12.18764,38.1746,IMAG1451,05-10-21,05-10-21 12:29,05-10-21 12:30,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633436958,1633437015,1633169658,1633447237,58,267301,10222,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Striped bush squirrel,Paraxerus flavovittis,wax,1,3,A,U,-12.18764,38.1746,IMAG1470,05-10-21,05-10-21 13:26,05-10-21 13:26,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633440379,1633440381,1633169658,1633447237,2,270722,6856,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Striped bush squirrel,Paraxerus flavovittis,wax,1,3,A,U,-12.18764,38.1746,IMAG1474,05-10-21,05-10-21 13:38,05-10-21 13:38,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633441088,1633441092,1633169658,1633447237,4,271431,6145,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Yellow baboon,Papio cynocephalus,wax,1,3,A,F,-12.18764,38.1746,IMAG1478,05-10-21,05-10-21 14:04,05-10-21 15:20,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633442669,1633447237,1633169658,1633447237,4568,273012,-1,277579,1,baboon,B,1633507800,338142.005,1633298537,1633447237,3.91,148700,1.721
Striped bush squirrel,Paraxerus flavovittis,not_eating ,0,0,A,U,-12.18764,38.1746,IMAG1762,05-10-21,05-10-21 16:16,05-10-21 16:16,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633450615,1633450619,1633169658,1633447237,4,280958,-3383,277579,1,baboon,C,1633507800,338142.005,1633447237,1633507800,3.91,60563,0.701
Mellers mongoose,Rhynchogale melleri,not_eating ,0,0,A,U,-12.18764,38.1746,IMAG1770,06-10-21,06-10-21 2:11,06-10-21 2:11,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633486268,1633486271,1633169658,1633447237,4,316611,-39035,277579,1,baboon,C,1633507800,338142.005,1633447237,1633507800,3.91,60563,0.701
Lesser honeyguide,Indicator minor,not_eating ,0,0,A,U,-12.18764,38.1746,IMAG1773,06-10-21,06-10-21 5:33,06-10-21 5:33,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633498381,1633498383,1633169658,1633447237,2,328724,-51147,277579,1,baboon,C,1633507800,338142.005,1633447237,1633507800,3.91,60563,0.701
Scaly-throated honeyguide,Indicator variegatus,not_eating ,0,0,A,U,-12.18764,38.1746,IMAG1777,06-10-21,06-10-21 5:34,06-10-21 5:34,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633498465,1633498468,1633169658,1633447237,3,328808,-51232,277579,1,baboon,C,1633507800,338142.005,1633447237,1633507800,3.91,60563,0.701
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,M,-12.18764,38.1746,IMAG1785,06-10-21,06-10-21 5:47,06-10-21 5:47,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633499231,1633499249,1633169658,1633447237,18,329574,-52013,277579,1,baboon,C,1633507800,338142.005,1633447237,1633507800,3.91,60563,0.701
Striped bush squirrel,Paraxerus flavovittis,not_eating ,0,0,A,U,-12.18764,38.1746,IMAG1797,06-10-21,06-10-21 7:43,06-10-21 7:43,02-10-21 10:14,05-10-21 15:20,Ltl Acorn,N,0,25,1633506188,1633506188,1633169658,1633447237,0,336531,-58952,277579,1,baboon,C,1633507800,338142.005,1633447237,1633507800,3.91,60563,0.701
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18297,38.17318,IMAG0028,04-10-21,04-10-21 8:41,04-10-21 8:41,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633336889,1633336891,1633336620,1633426296,2,269,89406,89676,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18297,38.17318,IMAG0032,04-10-21,04-10-21 8:43,04-10-21 8:43,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633336998,1633336999,1633336620,1633426296,1,379,89298,89676,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18297,38.17318,IMAG0032,04-10-21,04-10-21 8:43,04-10-21 8:43,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633336998,1633337017,1633336620,1633426296,19,379,89279,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18297,38.17318,IMAG0039,04-10-21,04-10-21 8:43,04-10-21 8:43,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337031,1633337033,1633336620,1633426296,3,412,89263,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18297,38.17318,IMAG0040,04-10-21,04-10-21 8:44,04-10-21 8:44,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337066,1633337076,1633336620,1633426296,11,447,89220,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18297,38.17318,IMAG0043,04-10-21,04-10-21 8:44,04-10-21 8:44,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337079,1633337081,1633336620,1633426296,3,460,89215,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18297,38.17318,IMAG0045,04-10-21,04-10-21 8:45,04-10-21 8:45,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337108,1633337116,1633336620,1633426296,8,489,89180,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0051,04-10-21,04-10-21 8:46,04-10-21 8:46,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337165,1633337174,1633336620,1633426296,10,546,89122,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax,1,4,A,U,-12.18297,38.17318,IMAG0052,04-10-21,04-10-21 8:46,04-10-21 8:46,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337199,1633337216,1633336620,1633426296,18,580,89080,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18297,38.17318,IMAG0055,04-10-21,04-10-21 8:46,04-10-21 8:47,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337214,1633337233,1633336620,1633426296,19,595,89064,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0056,04-10-21,04-10-21 8:47,04-10-21 8:47,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337231,1633337233,1633336620,1633426296,2,612,89064,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18297,38.17318,IMAG0060,04-10-21,04-10-21 8:48,04-10-21 8:49,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337333,1633337371,1633336620,1633426296,38,714,88925,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,F,-12.18297,38.17318,IMAG0067,04-10-21,04-10-21 8:49,04-10-21 8:49,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337370,1633337372,1633336620,1633426296,3,751,88924,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0068,04-10-21,04-10-21 8:50,04-10-21 8:50,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337406,1633337422,1633336620,1633426296,16,787,88874,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax,1,4,A,U,-12.18297,38.17318,IMAG0072,04-10-21,04-10-21 8:50,04-10-21 8:50,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337450,1633337454,1633336620,1633426296,4,831,88842,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0075,04-10-21,04-10-21 8:50,04-10-21 8:51,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337458,1633337467,1633336620,1633426296,9,839,88830,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax,1,4,A,U,-12.18297,38.17318,IMAG0076,04-10-21,04-10-21 8:52,04-10-21 8:52,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337543,1633337559,1633336620,1633426296,16,924,88737,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0084,04-10-21,04-10-21 8:53,04-10-21 8:54,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337627,1633337644,1633336620,1633426296,17,1008,88653,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18297,38.17318,IMAG0091,04-10-21,04-10-21 8:55,04-10-21 8:56,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337706,1633337818,1633336620,1633426296,113,1087,88478,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18297,38.17318,IMAG0104,04-10-21,04-10-21 8:57,04-10-21 8:58,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337868,1633337884,1633336620,1633426296,16,1249,88412,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18297,38.17318,IMAG0111,04-10-21,04-10-21 8:58,04-10-21 8:58,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337898,1633337907,1633336620,1633426296,10,1279,88389,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,brood,1,4,A,U,-12.18297,38.17318,IMAG0115,04-10-21,04-10-21 8:59,04-10-21 9:00,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633337962,1633338006,1633336620,1633426296,45,1343,88290,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18297,38.17318,IMAG0120,04-10-21,04-10-21 9:01,04-10-21 9:01,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633338094,1633338098,1633336620,1633426296,5,1475,88198,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18297,38.17318,IMAG0124,04-10-21,04-10-21 9:01,04-10-21 9:02,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633338118,1633338134,1633336620,1633426296,16,1499,88162,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18297,38.17318,IMAG0128,04-10-21,04-10-21 9:02,04-10-21 9:02,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633338139,1633338143,1633336620,1633426296,5,1520,88153,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18297,38.17318,IMAG0132,04-10-21,04-10-21 9:02,04-10-21 9:02,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633338165,1633338179,1633336620,1633426296,14,1546,88118,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18297,38.17318,IMAG0136,04-10-21,04-10-21 9:04,04-10-21 9:06,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633338249,1633338372,1633336620,1633426296,124,1630,87924,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18297,38.17318,IMAG0148,04-10-21,04-10-21 9:06,04-10-21 9:06,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633338416,1633338417,1633336620,1633426296,2,1797,87879,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18297,38.17318,IMAG0152,04-10-21,04-10-21 9:07,04-10-21 9:08,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633338458,1633338518,1633336620,1633426296,60,1839,87779,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18297,38.17318,IMAG0163,04-10-21,04-10-21 9:11,04-10-21 9:15,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633338666,1633338946,1633336620,1633426296,280,2047,87351,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18297,38.17318,IMAG0183,04-10-21,04-10-21 9:15,04-10-21 9:16,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633338952,1633339012,1633336620,1633426296,61,2333,87284,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0187,04-10-21,04-10-21 9:17,04-10-21 9:17,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339025,1633339027,1633336620,1633426296,2,2406,87269,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,brood,1,4,A,U,-12.18297,38.17318,IMAG0188,04-10-21,04-10-21 9:21,04-10-21 9:22,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339267,1633339329,1633336620,1633426296,63,2648,86967,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0198,04-10-21,04-10-21 9:22,04-10-21 9:22,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339361,1633339374,1633336620,1633426296,13,2742,86922,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18297,38.17318,IMAG0203,04-10-21,04-10-21 9:24,04-10-21 9:24,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339443,1633339448,1633336620,1633426296,6,2824,86848,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0203,04-10-21,04-10-21 9:24,04-10-21 9:24,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339450,1633339491,1633336620,1633426296,42,2831,86805,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18297,38.17318,IMAG0208,04-10-21,04-10-21 9:25,04-10-21 9:26,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339532,1633339593,1633336620,1633426296,62,2913,86703,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0215,04-10-21,04-10-21 9:26,04-10-21 9:28,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339593,1633339730,1633336620,1633426296,137,2974,86566,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18297,38.17318,IMAG0223,04-10-21,04-10-21 9:27,04-10-21 9:28,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339657,1633339735,1633336620,1633426296,78,3038,86561,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0230,04-10-21,04-10-21 9:28,04-10-21 9:29,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339738,1633339743,1633336620,1633426296,5,3119,86553,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18297,38.17318,IMAG0232,04-10-21,04-10-21 9:29,04-10-21 9:30,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339772,1633339815,1633336620,1633426296,43,3153,86481,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18297,38.17318,IMAG0240,04-10-21,04-10-21 9:30,04-10-21 9:30,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339845,1633339848,1633336620,1633426296,3,3226,86448,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18297,38.17318,IMAG0245,04-10-21,04-10-21 9:31,04-10-21 9:32,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633339910,1633339964,1633336620,1633426296,54,3291,86332,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18297,38.17318,IMAG0291,04-10-21,04-10-21 9:41,04-10-21 9:43,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633340468,1633340581,1633336620,1633426296,113,3849,85716,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18297,38.17318,IMAG0303,04-10-21,04-10-21 9:43,04-10-21 9:47,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633340596,1633340861,1633336620,1633426296,265,3977,85435,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18297,38.17318,IMAG0340,04-10-21,04-10-21 9:56,04-10-21 9:59,04-10-21 8:37,05-10-21 9:31,Ltl Acorn,Y,0,26,1633341360,1633341583,1633336620,1633426296,223,4741,84713,89677,1,indicator,A,1633506082,169462,1633336620,1633426296,1.96,89676,1.038
